county,GEOID,NAME,category,table_id,variable,estimate,moe,summary_est,summary_moe,subset_ID,label,concept
Flathead County,30029000101,Census Tract 1.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,105,45,955,218,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000102,Census Tract 1.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,553,280,2144,395,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000201,Census Tract 2.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,228,128,4759,585,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000202,Census Tract 2.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,164,113,3161,608,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000203,Census Tract 2.03; Flathead County; Montana,IncomePoverty,B06012,B06012_003,605,397,4999,293,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000301,Census Tract 3.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,161,125,3346,491,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000302,Census Tract 3.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,55,43,1858,361,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000402,Census Tract 4.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,155,89,3375,619,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000403,Census Tract 4.03; Flathead County; Montana,IncomePoverty,B06012,B06012_003,36,60,2445,384,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000404,Census Tract 4.04; Flathead County; Montana,IncomePoverty,B06012,B06012_003,248,220,3345,425,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000601,Census Tract 6.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,377,205,5460,475,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000602,Census Tract 6.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,387,157,4185,404,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000700,Census Tract 7; Flathead County; Montana,IncomePoverty,B06012,B06012_003,403,287,6456,631,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000801,Census Tract 8.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,66,66,3457,472,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000802,Census Tract 8.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,370,223,6610,1000,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000901,Census Tract 9.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,208,181,2205,299,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000902,Census Tract 9.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,588,495,2363,531,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029000903,Census Tract 9.03; Flathead County; Montana,IncomePoverty,B06012,B06012_003,376,234,3178,475,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001000,Census Tract 10; Flathead County; Montana,IncomePoverty,B06012,B06012_003,396,164,1963,290,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001101,Census Tract 11.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,497,280,3342,532,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001102,Census Tract 11.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,511,272,3528,444,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001201,Census Tract 12.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,542,405,3296,480,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001202,Census Tract 12.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,251,160,5239,888,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001303,Census Tract 13.03; Flathead County; Montana,IncomePoverty,B06012,B06012_003,255,136,1973,309,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001304,Census Tract 13.04; Flathead County; Montana,IncomePoverty,B06012,B06012_003,27,22,2070,420,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001305,Census Tract 13.05; Flathead County; Montana,IncomePoverty,B06012,B06012_003,236,129,1906,376,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001306,Census Tract 13.06; Flathead County; Montana,IncomePoverty,B06012,B06012_003,462,331,4344,399,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001401,Census Tract 14.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,117,100,2985,667,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001402,Census Tract 14.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,125,96,2984,448,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001701,Census Tract 17.01; Flathead County; Montana,IncomePoverty,B06012,B06012_003,322,159,4963,612,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001702,Census Tract 17.02; Flathead County; Montana,IncomePoverty,B06012,B06012_003,106,107,2155,305,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Flathead County,30029001703,Census Tract 17.03; Flathead County; Montana,IncomePoverty,B06012,B06012_003,256,142,2218,249,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000101,Census Tract 1.01; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,19,33,6844,798,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000104,Census Tract 1.04; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,310,208,4617,738,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000105,Census Tract 1.05; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,196,141,5086,642,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000201,Census Tract 2.01; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,316,306,6389,759,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000202,Census Tract 2.02; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,582,349,5922,626,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000300,Census Tract 3; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,345,183,3884,465,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000400,Census Tract 4; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,457,230,6033,582,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000502,Census Tract 5.02; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,130,90,7667,798,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000504,Census Tract 5.04; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,534,571,3147,573,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000505,Census Tract 5.05; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,328,222,6821,1011,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000506,Census Tract 5.06; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,420,282,7692,1045,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000507,Census Tract 5.07; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,283,249,4071,638,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000600,Census Tract 6; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,225,130,2787,338,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000701,Census Tract 7.01; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,296,112,3898,623,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000703,Census Tract 7.03; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,141,89,1740,188,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000704,Census Tract 7.04; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,300,183,4332,573,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000800,Census Tract 8; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,251,113,2478,365,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031000900,Census Tract 9; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,728,273,4548,541,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001001,Census Tract 10.01; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,32,41,3270,335,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001002,Census Tract 10.02; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,514,235,4977,462,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001101,Census Tract 11.01; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,370,146,2226,351,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001102,Census Tract 11.02; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,537,262,5381,658,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001200,Census Tract 12; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,543,272,4980,464,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001500,Census Tract 15; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,45,40,2107,400,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001600,Census Tract 16; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,110,111,2598,458,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Gallatin County,30031001700,Census Tract 17; Gallatin County; Montana,IncomePoverty,B06012,B06012_003,150,69,4277,402,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Garfield County,30033000100,Census Tract 1; Garfield County; Montana,IncomePoverty,B06012,B06012_003,93,33,926,113,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035940200,Census Tract 9402; Glacier County; Montana,IncomePoverty,B06012,B06012_003,862,324,5551,364,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035940400,Census Tract 9404; Glacier County; Montana,IncomePoverty,B06012,B06012_003,368,135,3840,388,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035976000,Census Tract 9760; Glacier County; Montana,IncomePoverty,B06012,B06012_003,547,283,4061,407,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035980000,Census Tract 9800; Glacier County; Montana,IncomePoverty,B06012,B06012_003,0,11,93,47,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Golden Valley County,30037000100,Census Tract 1; Golden Valley County; Montana,IncomePoverty,B06012,B06012_003,81,30,840,124,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Granite County,30039961701,Census Tract 9617.01; Granite County; Montana,IncomePoverty,B06012,B06012_003,163,104,1365,213,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Granite County,30039961702,Census Tract 9617.02; Granite County; Montana,IncomePoverty,B06012,B06012_003,241,131,1982,209,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040100,Census Tract 401; Hill County; Montana,IncomePoverty,B06012,B06012_003,209,122,1426,243,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040200,Census Tract 402; Hill County; Montana,IncomePoverty,B06012,B06012_003,104,54,1594,220,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040300,Census Tract 403; Hill County; Montana,IncomePoverty,B06012,B06012_003,321,145,3409,409,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040400,Census Tract 404; Hill County; Montana,IncomePoverty,B06012,B06012_003,508,260,4396,468,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040500,Census Tract 405; Hill County; Montana,IncomePoverty,B06012,B06012_003,211,157,2409,369,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041940300,Census Tract 9403; Hill County; Montana,IncomePoverty,B06012,B06012_003,528,232,2649,268,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Jefferson County,30043962201,Census Tract 9622.01; Jefferson County; Montana,IncomePoverty,B06012,B06012_003,101,62,4106,326,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Jefferson County,30043962202,Census Tract 9622.02; Jefferson County; Montana,IncomePoverty,B06012,B06012_003,329,160,4521,294,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Jefferson County,30043962300,Census Tract 9623; Jefferson County; Montana,IncomePoverty,B06012,B06012_003,333,154,3632,289,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Judith Basin County,30045000100,Census Tract 1; Judith Basin County; Montana,IncomePoverty,B06012,B06012_003,253,97,2049,5,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047000100,Census Tract 1; Lake County; Montana,IncomePoverty,B06012,B06012_003,58,35,1805,235,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047000200,Census Tract 2; Lake County; Montana,IncomePoverty,B06012,B06012_003,165,93,1578,255,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940304,Census Tract 9403.04; Lake County; Montana,IncomePoverty,B06012,B06012_003,115,66,2191,299,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940305,Census Tract 9403.05; Lake County; Montana,IncomePoverty,B06012,B06012_003,281,150,3368,402,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940306,Census Tract 9403.06; Lake County; Montana,IncomePoverty,B06012,B06012_003,102,47,2846,354,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940307,Census Tract 9403.07; Lake County; Montana,IncomePoverty,B06012,B06012_003,135,108,3824,436,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940400,Census Tract 9404; Lake County; Montana,IncomePoverty,B06012,B06012_003,286,149,3874,385,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940500,Census Tract 9405; Lake County; Montana,IncomePoverty,B06012,B06012_003,580,265,5137,422,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940600,Census Tract 9406; Lake County; Montana,IncomePoverty,B06012,B06012_003,778,211,4644,393,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940700,Census Tract 9407; Lake County; Montana,IncomePoverty,B06012,B06012_003,282,170,2416,295,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000100,Census Tract 1; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,98,48,1645,263,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000200,Census Tract 2; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,124,104,6477,732,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000300,Census Tract 3; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,127,92,2838,291,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000400,Census Tract 4; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,770,389,6823,826,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000501,Census Tract 5.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,215,136,4551,583,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000503,Census Tract 5.03; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,265,243,4693,668,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000504,Census Tract 5.04; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,297,205,2965,408,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000600,Census Tract 6; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,85,74,2669,398,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000701,Census Tract 7.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,79,61,2624,427,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000702,Census Tract 7.02; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,267,163,4914,458,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000800,Census Tract 8; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,263,112,3317,425,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000900,Census Tract 9; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,477,244,4363,390,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001000,Census Tract 10; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,225,162,3927,466,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001101,Census Tract 11.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,158,111,2681,378,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001102,Census Tract 11.02; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,426,250,4087,533,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001201,Census Tract 12.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,712,315,7150,804,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001202,Census Tract 12.02; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,755,516,5506,631,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Liberty County,30051050100,Census Tract 501; Liberty County; Montana,IncomePoverty,B06012,B06012_003,190,73,1940,2,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000100,Census Tract 1; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,282,182,3213,330,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000200,Census Tract 2; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,294,153,2518,168,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000300,Census Tract 3; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,487,241,4059,390,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000401,Census Tract 4.01; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,177,118,4379,560,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000402,Census Tract 4.02; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,709,351,2911,406,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000500,Census Tract 5; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,570,213,3349,428,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
McCone County,30055954000,Census Tract 9540; McCone County; Montana,IncomePoverty,B06012,B06012_003,166,70,1796,136,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Madison County,30057000101,Census Tract 1.01; Madison County; Montana,IncomePoverty,B06012,B06012_003,38,45,1824,319,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Madison County,30057000102,Census Tract 1.02; Madison County; Montana,IncomePoverty,B06012,B06012_003,18,30,1896,305,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Madison County,30057000200,Census Tract 2; Madison County; Montana,IncomePoverty,B06012,B06012_003,327,128,2919,326,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Madison County,30057000300,Census Tract 3; Madison County; Montana,IncomePoverty,B06012,B06012_003,221,90,2264,245,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Meagher County,30059000100,Census Tract 1; Meagher County; Montana,IncomePoverty,B06012,B06012_003,189,104,1920,42,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Mineral County,30061964500,Census Tract 9645; Mineral County; Montana,IncomePoverty,B06012,B06012_003,159,70,2493,196,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Mineral County,30061964600,Census Tract 9646; Mineral County; Montana,IncomePoverty,B06012,B06012_003,131,62,2184,199,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000100,Census Tract 1; Missoula County; Montana,IncomePoverty,B06012,B06012_003,264,239,6465,832,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000203,Census Tract 2.03; Missoula County; Montana,IncomePoverty,B06012,B06012_003,131,95,4560,753,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000204,Census Tract 2.04; Missoula County; Montana,IncomePoverty,B06012,B06012_003,406,238,3048,358,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Missoula County,30063000205,Census Tract 2.05; Missoula County; Montana,IncomePoverty,B06012,B06012_003,341,233,7466,778,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
